subject_id,stage,feature,median,iqr,n_epochs
SC4672,N3,bp_rel__beta__Fpz-Cz,0.0614706174368727,0.0610263961720405,435
SC4672,REM,bp_rel__beta__Fpz-Cz,0.0571758860057044,0.0500065880721784,639
SC4672,W,bp_rel__beta__Fpz-Cz,0.0701962278521653,0.0866332165134523,5426
SC4701,N1,bp_rel__beta__Fpz-Cz,0.0198850143205746,0.0540457878953262,81
SC4701,N2,bp_rel__beta__Fpz-Cz,0.0538142847479616,0.0810452924507082,1158
SC4701,N3,bp_rel__beta__Fpz-Cz,0.0203023713787365,0.0383782869358602,435
SC4701,REM,bp_rel__beta__Fpz-Cz,0.0530834435305102,0.0783591964205662,639
SC4701,W,bp_rel__beta__Fpz-Cz,0.2854299668281801,0.1473616946672203,5726
SC4702,N1,bp_rel__beta__Fpz-Cz,0.0638977100302684,0.0987491099160449,81
SC4702,N2,bp_rel__beta__Fpz-Cz,0.0492694887434705,0.0727502891765431,1158
SC4702,N3,bp_rel__beta__Fpz-Cz,0.0702862581959244,0.0554175144961142,435
SC4702,REM,bp_rel__beta__Fpz-Cz,0.0506487392482548,0.0683004461407239,639
SC4702,W,bp_rel__beta__Fpz-Cz,0.2557242742001548,0.1368769641725846,5558
SC4711,N1,bp_rel__beta__Fpz-Cz,0.0991289705578822,0.0834729581339669,81
SC4711,N2,bp_rel__beta__Fpz-Cz,0.1339192782805686,0.1732258539407727,1158
SC4711,N3,bp_rel__beta__Fpz-Cz,0.1069919958987691,0.1217861659768221,435
SC4711,REM,bp_rel__beta__Fpz-Cz,0.1620243814254396,0.1984534767592251,639
SC4711,W,bp_rel__beta__Fpz-Cz,0.2320570660224138,0.1392685791466673,5876
SC4712,N1,bp_rel__beta__Fpz-Cz,0.1242468044775294,0.125370403461737,81
SC4712,N2,bp_rel__beta__Fpz-Cz,0.0511778552588368,0.0723262567374652,1158
SC4712,N3,bp_rel__beta__Fpz-Cz,0.0666581004748463,0.1083418564898517,435
SC4712,REM,bp_rel__beta__Fpz-Cz,0.0519653354839046,0.070270925608858,639
SC4712,W,bp_rel__beta__Fpz-Cz,0.1275017138786815,0.1168330021511324,6009
SC4721,N1,bp_rel__beta__Fpz-Cz,0.1669111640077628,0.1307262302045349,81
SC4721,N2,bp_rel__beta__Fpz-Cz,0.1294336040977797,0.112840561870066,1158
SC4721,N3,bp_rel__beta__Fpz-Cz,0.1243268039436547,0.0926024213725575,435
SC4721,REM,bp_rel__beta__Fpz-Cz,0.0895085324247122,0.0697367427053794,639
SC4721,W,bp_rel__beta__Fpz-Cz,0.2185970528002156,0.1598769071125769,4712
SC4722,N1,bp_rel__beta__Fpz-Cz,0.0788887462199451,0.0726736462434053,81
SC4722,N2,bp_rel__beta__Fpz-Cz,0.067433606950179,0.0641220179873968,1158
SC4722,N3,bp_rel__beta__Fpz-Cz,0.0698175053035861,0.1126920228056447,435
SC4722,REM,bp_rel__beta__Fpz-Cz,0.0713716151525295,0.0810739475557001,639
SC4722,W,bp_rel__beta__Fpz-Cz,0.1080321858701578,0.1272999163229821,5924
SC4731,N1,bp_rel__beta__Fpz-Cz,0.0446114312831577,0.0402806292479132,81
SC4731,N2,bp_rel__beta__Fpz-Cz,0.0446896113956396,0.0460312574495612,1158
SC4731,N3,bp_rel__beta__Fpz-Cz,0.0652588760452388,0.0627806438586321,435
SC4731,REM,bp_rel__beta__Fpz-Cz,0.0622257517071137,0.0509468605470575,639
SC4731,W,bp_rel__beta__Fpz-Cz,0.1053566663627845,0.1516049480260971,6009
SC4732,N1,bp_rel__beta__Fpz-Cz,0.048406022205062,0.0438288514733906,81
SC4732,N2,bp_rel__beta__Fpz-Cz,0.049167651287559,0.0452328564198847,1158
SC4732,N3,bp_rel__beta__Fpz-Cz,0.0471242474202192,0.0454433042937941,435
SC4732,REM,bp_rel__beta__Fpz-Cz,0.0518536308977216,0.0438591841077318,639
SC4732,W,bp_rel__beta__Fpz-Cz,0.1138678160929271,0.163850122601698,5246
SC4741,N1,bp_rel__beta__Fpz-Cz,0.0606481004636037,0.0757336615055362,81
SC4741,N2,bp_rel__beta__Fpz-Cz,0.0806004449268789,0.1131987000730646,1158
SC4741,N3,bp_rel__beta__Fpz-Cz,0.0552772309691285,0.0496763122097525,435
SC4741,REM,bp_rel__beta__Fpz-Cz,0.0991035721499164,0.0979822970291394,639
SC4741,W,bp_rel__beta__Fpz-Cz,0.0845944521137985,0.1323954102170153,5756
SC4742,N1,bp_rel__beta__Fpz-Cz,0.1078012460211152,0.1309395014104461,81
SC4742,N2,bp_rel__beta__Fpz-Cz,0.096671033726094,0.1177580817434205,1158
SC4742,N3,bp_rel__beta__Fpz-Cz,0.0434311306603194,0.0645238036112174,435
SC4742,REM,bp_rel__beta__Fpz-Cz,0.1207491930377148,0.1491800431168139,639
SC4742,W,bp_rel__beta__Fpz-Cz,0.0678017864587358,0.1184125238187001,5636
SC4751,N1,bp_rel__beta__Fpz-Cz,0.104285665565592,0.0826128922569971,81
SC4751,N2,bp_rel__beta__Fpz-Cz,0.1193455424861439,0.110910935626958,1158
SC4751,N3,bp_rel__beta__Fpz-Cz,0.0891700794993708,0.0525021746373455,435
SC4751,REM,bp_rel__beta__Fpz-Cz,0.1090212493571055,0.1270240230734287,639
SC4751,W,bp_rel__beta__Fpz-Cz,0.0730721895462541,0.1258497622613169,5726
SC4752,N1,bp_rel__beta__Fpz-Cz,0.1096135120043088,0.079904278074228,81
SC4752,N2,bp_rel__beta__Fpz-Cz,0.1044275551316998,0.1002281033750493,1158
SC4752,N3,bp_rel__beta__Fpz-Cz,0.0753931270906847,0.0501838280896174,435
SC4752,REM,bp_rel__beta__Fpz-Cz,0.0774515331132506,0.0659896427823003,639
SC4752,W,bp_rel__beta__Fpz-Cz,0.1001352578151289,0.1396718094905388,5096
SC4761,N1,bp_rel__beta__Fpz-Cz,0.1048843836252046,0.1046217485353894,81
SC4761,N2,bp_rel__beta__Fpz-Cz,0.1210498484628782,0.1299173165275408,1158
SC4761,N3,bp_rel__beta__Fpz-Cz,0.1078952579884282,0.085989315840768,435
SC4761,REM,bp_rel__beta__Fpz-Cz,0.1434548960564827,0.1352380315265295,639
SC4761,W,bp_rel__beta__Fpz-Cz,0.1344995266878724,0.1721387044866814,5576
SC4762,N1,bp_rel__beta__Fpz-Cz,0.0730225180245593,0.196678474317081,81
SC4762,N2,bp_rel__beta__Fpz-Cz,0.069534575012213,0.0880771500396875,1158
SC4762,N3,bp_rel__beta__Fpz-Cz,0.0701170407899349,0.0806607391850237,435
SC4762,REM,bp_rel__beta__Fpz-Cz,0.0623820200788888,0.0337875103657829,639
SC4762,W,bp_rel__beta__Fpz-Cz,0.0546671445578164,0.0536221829641394,6009
SC4771,N1,bp_rel__beta__Fpz-Cz,0.3120375119746071,0.1758427389384906,81
SC4771,N2,bp_rel__beta__Fpz-Cz,0.1558307222537347,0.2306763065525196,1158
SC4771,N3,bp_rel__beta__Fpz-Cz,0.1294409238120023,0.164780389471665,435
SC4771,REM,bp_rel__beta__Fpz-Cz,0.0753673162698322,0.0942913275983809,639
SC4771,W,bp_rel__beta__Fpz-Cz,0.2726653772097427,0.1536908766514766,5954
SC4772,N1,bp_rel__beta__Fpz-Cz,0.2741843973032958,0.2462511793965724,81
SC4772,N2,bp_rel__beta__Fpz-Cz,0.1205681802932102,0.226178332541804,1158
SC4772,N3,bp_rel__beta__Fpz-Cz,0.1877730633683037,0.1361273770662636,435
SC4772,REM,bp_rel__beta__Fpz-Cz,0.0780603957036829,0.0875878397084112,639
SC4772,W,bp_rel__beta__Fpz-Cz,0.3039588614119662,0.0949943853563888,4412
SC4801,N1,bp_rel__beta__Fpz-Cz,0.1196999364196056,0.1487179883605779,81
SC4801,N2,bp_rel__beta__Fpz-Cz,0.0678099193435049,0.1612206744687421,1158
SC4801,N3,bp_rel__beta__Fpz-Cz,0.1014170304481529,0.2297186314859651,435
SC4801,REM,bp_rel__beta__Fpz-Cz,0.0247116927995238,0.0181587626583521,639
SC4801,W,bp_rel__beta__Fpz-Cz,0.070346794304036,0.0973941626885558,6008
SC4802,N1,bp_rel__beta__Fpz-Cz,0.115969506264956,0.1221939376810528,81
SC4802,N2,bp_rel__beta__Fpz-Cz,0.0845578813740112,0.1473908031557841,1158
SC4802,N3,bp_rel__beta__Fpz-Cz,0.1875610977119393,0.2103669130475897,435
SC4802,REM,bp_rel__beta__Fpz-Cz,0.0810393432395626,0.2232658096958866,639
SC4802,W,bp_rel__beta__Fpz-Cz,0.1011051766783118,0.1155576030910862,6009
SC4811,N1,bp_rel__beta__Fpz-Cz,0.047276647718065,0.1258920278373619,81
SC4811,N2,bp_rel__beta__Fpz-Cz,0.0743186730116556,0.0945764609547333,1158
SC4811,N3,bp_rel__beta__Fpz-Cz,0.0358739129318571,0.0412207963786589,435
SC4811,REM,bp_rel__beta__Fpz-Cz,0.070584572040422,0.0700953049856663,639
SC4811,W,bp_rel__beta__Fpz-Cz,0.0589214185763262,0.0843122981377388,4892
SC4812,N1,bp_rel__beta__Fpz-Cz,0.1172667992359527,0.1210445553065557,81
SC4812,N2,bp_rel__beta__Fpz-Cz,0.1124341196425809,0.1199862993848684,1158
SC4812,N3,bp_rel__beta__Fpz-Cz,0.0842190150519161,0.0943536079729772,435
SC4812,REM,bp_rel__beta__Fpz-Cz,0.0651209718580299,0.1422486906757699,639
SC4812,W,bp_rel__beta__Fpz-Cz,0.1133754576626588,0.119039727342778,4934
SC4821,N1,bp_rel__beta__Fpz-Cz,0.1092090934608987,0.0744297197066109,81
SC4821,N2,bp_rel__beta__Fpz-Cz,0.0789925946057517,0.0976040047600095,1158
SC4821,N3,bp_rel__beta__Fpz-Cz,0.1121903122796668,0.0777933020878468,435
SC4821,REM,bp_rel__beta__Fpz-Cz,0.0709710833266118,0.0728845530227927,639
SC4821,W,bp_rel__beta__Fpz-Cz,0.0909364320215973,0.0829096952048741,5852
SC4822,N1,bp_rel__beta__Fpz-Cz,0.0831324232577068,0.1491906013787409,81
SC4822,N2,bp_rel__beta__Fpz-Cz,0.0793735919004415,0.090318849464335,1158
SC4822,N3,bp_rel__beta__Fpz-Cz,0.0654217087947265,0.0937771312084289,435
SC4822,REM,bp_rel__beta__Fpz-Cz,0.0712725206018684,0.0612102313978464,639
SC4822,W,bp_rel__beta__Fpz-Cz,0.0625771193694864,0.0747872302995844,6009
ST7011,N1,bp_rel__beta__Fpz-Cz,0.1284257017961727,0.1482589913298365,222
ST7011,N2,bp_rel__beta__Fpz-Cz,0.1168324150251316,0.1220079094413054,1059
ST7011,N3,bp_rel__beta__Fpz-Cz,0.120577343907975,0.1157165278263077,852
ST7011,REM,bp_rel__beta__Fpz-Cz,0.0967898030819171,0.0945464264321768,477
ST7011,W,bp_rel__beta__Fpz-Cz,0.1067455903251815,0.1530857409913903,222
ST7012,N1,bp_rel__beta__Fpz-Cz,0.1568470867774418,0.1874860622474609,222
ST7012,N2,bp_rel__beta__Fpz-Cz,0.1369744151744873,0.1423822533528283,1059
ST7012,N3,bp_rel__beta__Fpz-Cz,0.1320530926168526,0.1240819307494256,852
ST7012,REM,bp_rel__beta__Fpz-Cz,0.1126380672010843,0.1408995288175748,477
ST7012,W,bp_rel__beta__Fpz-Cz,0.1525353617384145,0.1403637102386587,222
ST7021,N1,bp_rel__beta__Fpz-Cz,0.1498657437968575,0.1425946278606463,222
ST7021,N2,bp_rel__beta__Fpz-Cz,0.1193967218079067,0.1066311026184611,1059
ST7021,N3,bp_rel__beta__Fpz-Cz,0.0417865008028922,0.0671023184857089,852
ST7021,REM,bp_rel__beta__Fpz-Cz,0.1163610324336672,0.1046069136680405,477
ST7021,W,bp_rel__beta__Fpz-Cz,0.1499177378452135,0.0713235406031628,222
ST7022,N1,bp_rel__beta__Fpz-Cz,0.1744631526545452,0.1579533092636409,222
ST7022,N2,bp_rel__beta__Fpz-Cz,0.1058190019038494,0.0936573983831165,1059
ST7022,N3,bp_rel__beta__Fpz-Cz,0.0321928756599585,0.0434225340036187,852
ST7022,REM,bp_rel__beta__Fpz-Cz,0.0808938404498718,0.0656891246886272,477
ST7022,W,bp_rel__beta__Fpz-Cz,0.1806008118354248,0.190268639051499,222
ST7041,N1,bp_rel__beta__Fpz-Cz,0.0718108930219049,0.0662636340615423,222
ST7041,N2,bp_rel__beta__Fpz-Cz,0.0655873371672012,0.0683436808657235,1059
ST7041,N3,bp_rel__beta__Fpz-Cz,0.0424015435253478,0.0669643187056396,852
ST7041,REM,bp_rel__beta__Fpz-Cz,0.0699038534036044,0.0582583725924752,477
ST7041,W,bp_rel__beta__Fpz-Cz,0.0898700055767059,0.0994350862419348,222
ST7042,N1,bp_rel__beta__Fpz-Cz,0.1209007245997443,0.1022145939135413,222
ST7042,N2,bp_rel__beta__Fpz-Cz,0.095751500695731,0.0955800448055845,1059
ST7042,N3,bp_rel__beta__Fpz-Cz,0.0610171403833487,0.0863640310695943,852
ST7042,REM,bp_rel__beta__Fpz-Cz,0.1098884038254057,0.0830160825809921,477
ST7042,W,bp_rel__beta__Fpz-Cz,0.1144162290024335,0.1040948633951548,222
ST7051,N1,bp_rel__beta__Fpz-Cz,0.0975280784781688,0.0997414147653455,222
ST7051,N2,bp_rel__beta__Fpz-Cz,0.0948427088764601,0.0999290491154404,1059
ST7051,N3,bp_rel__beta__Fpz-Cz,0.0637683096120112,0.0913542324380366,852
ST7051,REM,bp_rel__beta__Fpz-Cz,0.1141999255512491,0.1102581036791462,477
ST7051,W,bp_rel__beta__Fpz-Cz,0.0881484624459345,0.0968027957112185,222
ST7052,N1,bp_rel__beta__Fpz-Cz,0.0916817961058452,0.107795685014773,222
ST7052,N2,bp_rel__beta__Fpz-Cz,0.1045413970577873,0.1018390425417078,1059
ST7052,N3,bp_rel__beta__Fpz-Cz,0.0454903087601246,0.0648952582634326,852
ST7052,REM,bp_rel__beta__Fpz-Cz,0.0795064693708623,0.0884793115908236,477
ST7052,W,bp_rel__beta__Fpz-Cz,0.1018624018543468,0.1172015556296164,222
ST7061,N1,bp_rel__beta__Fpz-Cz,0.1015166743903149,0.0798399919906868,222
ST7061,N2,bp_rel__beta__Fpz-Cz,0.0974970757818973,0.0902218344918498,1059
ST7061,N3,bp_rel__beta__Fpz-Cz,0.0694389152028231,0.0681398717865957,852
ST7061,REM,bp_rel__beta__Fpz-Cz,0.1183867796351734,0.1306201736168128,477
ST7061,W,bp_rel__beta__Fpz-Cz,0.1071337865578903,0.0984775687060806,222
ST7062,N1,bp_rel__beta__Fpz-Cz,0.1229934835007308,0.1024150524209814,222
ST7062,N2,bp_rel__beta__Fpz-Cz,0.1312495609666827,0.1380545907967809,1059
ST7062,N3,bp_rel__beta__Fpz-Cz,0.0991988472149087,0.0975904165435865,852
ST7062,REM,bp_rel__beta__Fpz-Cz,0.1416257839169537,0.1480972304968612,477
ST7062,W,bp_rel__beta__Fpz-Cz,0.0901273432681459,0.0920951714702623,222
ST7071,N1,bp_rel__beta__Fpz-Cz,0.0895719906529882,0.1013607379431492,213
ST7071,N2,bp_rel__beta__Fpz-Cz,0.087459486395678,0.1067415363916583,1056
ST7071,N3,bp_rel__beta__Fpz-Cz,0.0372307871604243,0.0475579029120424,852
ST7071,REM,bp_rel__beta__Fpz-Cz,0.1112923811385332,0.0967640115856983,477
ST7071,W,bp_rel__beta__Fpz-Cz,0.0433694174420856,0.0810897788027467,147
ST7072,N1,bp_rel__beta__Fpz-Cz,0.0732464778505239,0.1254128772144523,213
ST7072,N2,bp_rel__beta__Fpz-Cz,0.0833199090710047,0.0973466378109048,1056
ST7072,N3,bp_rel__beta__Fpz-Cz,0.047903845321883,0.0635599327839063,852
ST7072,REM,bp_rel__beta__Fpz-Cz,0.0604357687790747,0.0998871884670432,477
ST7072,W,bp_rel__beta__Fpz-Cz,0.08958778391528,0.1133732976563636,147
ST7081,N1,bp_rel__beta__Fpz-Cz,0.1366059216575852,0.1697461175273513,222
ST7081,N2,bp_rel__beta__Fpz-Cz,0.1261432577687767,0.1473048844201561,1059
ST7081,N3,bp_rel__beta__Fpz-Cz,0.1234235479273626,0.16978438171807,852
ST7081,REM,bp_rel__beta__Fpz-Cz,0.1108511301086424,0.096184282871695,477
ST7081,W,bp_rel__beta__Fpz-Cz,0.1239764393356926,0.1611581883725006,222
ST7082,N1,bp_rel__beta__Fpz-Cz,0.1346538657463971,0.1703461469421221,222
ST7082,N2,bp_rel__beta__Fpz-Cz,0.091486362562359,0.1096761720149228,1059
ST7082,N3,bp_rel__beta__Fpz-Cz,0.0694291205551606,0.1141954952904282,852
ST7082,REM,bp_rel__beta__Fpz-Cz,0.0952356015809047,0.0954911064604464,477
ST7082,W,bp_rel__beta__Fpz-Cz,0.1498704649220502,0.1101854762973795,222
ST7091,N1,bp_rel__beta__Fpz-Cz,0.1314756629230691,0.1107991209887827,222
ST7091,N2,bp_rel__beta__Fpz-Cz,0.1129891519432468,0.0932029573520595,1059
ST7091,N3,bp_rel__beta__Fpz-Cz,0.1250460773131743,0.1143039915359525,852
ST7091,REM,bp_rel__beta__Fpz-Cz,0.1025918096267718,0.0838235373389766,477
ST7091,W,bp_rel__beta__Fpz-Cz,0.1355198178192128,0.0806022391769586,222
ST7092,N1,bp_rel__beta__Fpz-Cz,0.1090265544554333,0.0925118236863827,222
ST7092,N2,bp_rel__beta__Fpz-Cz,0.1029043206798936,0.0693841012115683,1059
ST7092,N3,bp_rel__beta__Fpz-Cz,0.0931007623154112,0.0806917305657038,852
ST7092,REM,bp_rel__beta__Fpz-Cz,0.0951516749237537,0.1073297442049942,477
ST7092,W,bp_rel__beta__Fpz-Cz,0.1380690549930167,0.0830215946090363,222
ST7101,N1,bp_rel__beta__Fpz-Cz,0.083746234613459,0.0901506974837212,222
ST7101,N2,bp_rel__beta__Fpz-Cz,0.0695430660964316,0.0772073098182611,1059
ST7101,N3,bp_rel__beta__Fpz-Cz,0.062444048736534,0.104184508212798,852
ST7101,REM,bp_rel__beta__Fpz-Cz,0.0654288124386689,0.0535680590574896,477
ST7101,W,bp_rel__beta__Fpz-Cz,0.0537075898979962,0.0487581537997263,222
ST7102,N1,bp_rel__beta__Fpz-Cz,0.1046755529323247,0.0857059593913951,222
ST7102,N2,bp_rel__beta__Fpz-Cz,0.10194082884742,0.0841036731562843,1059
ST7102,N3,bp_rel__beta__Fpz-Cz,0.0427684250993196,0.0758037628171966,852
ST7102,REM,bp_rel__beta__Fpz-Cz,0.1012847854710388,0.0783523271786171,477
ST7102,W,bp_rel__beta__Fpz-Cz,0.1157534477809791,0.1149160732858858,222
ST7111,N1,bp_rel__beta__Fpz-Cz,0.1164633157484669,0.1297339619594495,222
ST7111,N2,bp_rel__beta__Fpz-Cz,0.1154064462501594,0.1367767049373394,1059
ST7111,N3,bp_rel__beta__Fpz-Cz,0.051300863286634,0.0855042867398707,852
ST7111,REM,bp_rel__beta__Fpz-Cz,0.1582615889905526,0.1420367906842509,477
ST7111,W,bp_rel__beta__Fpz-Cz,0.1137061667230454,0.1261857017707581,222
ST7112,N1,bp_rel__beta__Fpz-Cz,0.0983600661819779,0.1092687489857234,222
ST7112,N2,bp_rel__beta__Fpz-Cz,0.0821526041820938,0.1041045906715686,1059
ST7112,N3,bp_rel__beta__Fpz-Cz,0.0714653882989274,0.0899666703720893,852
ST7112,REM,bp_rel__beta__Fpz-Cz,0.0935746844995992,0.0966634543050316,477
ST7112,W,bp_rel__beta__Fpz-Cz,0.1140595227513223,0.1345101677508021,222
ST7121,N1,bp_rel__beta__Fpz-Cz,0.0842880254864733,0.0879184717248318,222
ST7121,N2,bp_rel__beta__Fpz-Cz,0.0715190492788992,0.0705962084340176,1059
ST7121,N3,bp_rel__beta__Fpz-Cz,0.0473678208922645,0.0588834750315392,852
ST7121,REM,bp_rel__beta__Fpz-Cz,0.064313911324112,0.0579571982743869,477
ST7121,W,bp_rel__beta__Fpz-Cz,0.0650509311565692,0.0780895426811269,222
ST7122,N1,bp_rel__beta__Fpz-Cz,0.0982443467423347,0.0933437280165467,222
ST7122,N2,bp_rel__beta__Fpz-Cz,0.0935381903302709,0.0784674326369337,1059
ST7122,N3,bp_rel__beta__Fpz-Cz,0.0397397868378391,0.0746244335961409,852
ST7122,REM,bp_rel__beta__Fpz-Cz,0.0990312066817702,0.0886440518072874,477
ST7122,W,bp_rel__beta__Fpz-Cz,0.0684444014104171,0.0775371470367425,222
ST7131,N1,bp_rel__beta__Fpz-Cz,0.0771708903376961,0.106939798559026,215
ST7131,N2,bp_rel__beta__Fpz-Cz,0.0581294600366385,0.0793732375121286,1059
ST7131,N3,bp_rel__beta__Fpz-Cz,0.0387588092252138,0.0574143499624581,852
ST7131,REM,bp_rel__beta__Fpz-Cz,0.0635568830916104,0.0844868722650556,477
ST7131,W,bp_rel__beta__Fpz-Cz,0.0747648743509162,0.1256287200365596,162
ST7132,N1,bp_rel__beta__Fpz-Cz,0.0587633836921628,0.1311904904871295,210
ST7132,N2,bp_rel__beta__Fpz-Cz,0.0494263025965939,0.0612126682838751,1011
ST7132,N3,bp_rel__beta__Fpz-Cz,0.0463333671354296,0.0509176739806334,852
ST7132,REM,bp_rel__beta__Fpz-Cz,0.0248198251375243,0.0771268696266023,477
ST7132,W,bp_rel__beta__Fpz-Cz,0.0356690865632352,0.0596628624566227,147
ST7141,N1,bp_rel__beta__Fpz-Cz,0.0831636718750781,0.0993334452206884,213
ST7141,N2,bp_rel__beta__Fpz-Cz,0.0718427487931215,0.0831031224074959,1059
ST7141,N3,bp_rel__beta__Fpz-Cz,0.0579377106386535,0.0703569522046408,852
ST7141,REM,bp_rel__beta__Fpz-Cz,0.0744304892874245,0.0968746199153001,477
ST7141,W,bp_rel__beta__Fpz-Cz,0.0707631474021742,0.0885672894686321,159
ST7142,N1,bp_rel__beta__Fpz-Cz,0.1127498000928938,0.0786358940090833,213
ST7142,N2,bp_rel__beta__Fpz-Cz,0.1004085093290852,0.0866817047763703,1059
ST7142,N3,bp_rel__beta__Fpz-Cz,0.0714462906795324,0.0813910949088673,852
ST7142,REM,bp_rel__beta__Fpz-Cz,0.0908979334761437,0.0750607753333312,477
ST7142,W,bp_rel__beta__Fpz-Cz,0.0929173410212074,0.0917161974753976,149
ST7151,N1,bp_rel__beta__Fpz-Cz,0.068261204058181,0.1224090864305095,222
ST7151,N2,bp_rel__beta__Fpz-Cz,0.1090828421211691,0.0996376729897993,1059
ST7151,N3,bp_rel__beta__Fpz-Cz,0.149929084409902,0.0856891572501231,852
ST7151,REM,bp_rel__beta__Fpz-Cz,0.0291949500802578,0.0680967564541916,477
ST7151,W,bp_rel__beta__Fpz-Cz,0.1208038241673652,0.0957131820976518,222
ST7152,N1,bp_rel__beta__Fpz-Cz,0.0999587105625646,0.1127279009767362,222
ST7152,N2,bp_rel__beta__Fpz-Cz,0.0891523618049146,0.1067664729655206,1059
ST7152,N3,bp_rel__beta__Fpz-Cz,0.0458199696785677,0.0683515658230143,852
ST7152,REM,bp_rel__beta__Fpz-Cz,0.1117443132979621,0.1723285906426933,477
ST7152,W,bp_rel__beta__Fpz-Cz,0.1129675952092925,0.1337127974924983,222
ST7161,N1,bp_rel__beta__Fpz-Cz,0.0987687507235594,0.0840129363623136,222
ST7161,N2,bp_rel__beta__Fpz-Cz,0.0793273727890516,0.0942801716042904,1059
ST7161,N3,bp_rel__beta__Fpz-Cz,0.0528950371191336,0.089577375673706,852
ST7161,REM,bp_rel__beta__Fpz-Cz,0.0946385628173786,0.0699857864774841,477
ST7161,W,bp_rel__beta__Fpz-Cz,0.1300089931181607,0.1602477176199427,222
ST7162,N1,bp_rel__beta__Fpz-Cz,0.100872740492962,0.1787595520948508,222
ST7162,N2,bp_rel__beta__Fpz-Cz,0.0839868757106108,0.114313088055063,1059
ST7162,N3,bp_rel__beta__Fpz-Cz,0.0427007510458616,0.0531779783990139,852
ST7162,REM,bp_rel__beta__Fpz-Cz,0.105993936870011,0.1548543259849208,477
ST7162,W,bp_rel__beta__Fpz-Cz,0.1050587209851732,0.177194991986796,222
ST7171,N1,bp_rel__beta__Fpz-Cz,0.0959337599176846,0.1154858044313306,222
ST7171,N2,bp_rel__beta__Fpz-Cz,0.0620086050996078,0.1174601550796044,1059
ST7171,N3,bp_rel__beta__Fpz-Cz,0.0312478825505353,0.0871569110227054,852
ST7171,REM,bp_rel__beta__Fpz-Cz,0.0889035324154758,0.1294868413462367,477
ST7171,W,bp_rel__beta__Fpz-Cz,0.0899577708648038,0.125554911135347,222
ST7172,N1,bp_rel__beta__Fpz-Cz,0.1037387684002974,0.1573094989074465,222
ST7172,N2,bp_rel__beta__Fpz-Cz,0.1124824233476886,0.1488456711263563,1059
ST7172,N3,bp_rel__beta__Fpz-Cz,0.0956875649740288,0.1200715579670362,852
ST7172,REM,bp_rel__beta__Fpz-Cz,0.0643099103863359,0.0934094699206516,477
ST7172,W,bp_rel__beta__Fpz-Cz,0.1387596244107117,0.1613401646843624,222
ST7181,N1,bp_rel__beta__Fpz-Cz,0.3803674724154514,0.3110930390849161,222
ST7181,N2,bp_rel__beta__Fpz-Cz,0.2520834272521562,0.3451520610554738,1059
ST7181,N3,bp_rel__beta__Fpz-Cz,0.0902662722738764,0.0933336206459905,852
ST7181,REM,bp_rel__beta__Fpz-Cz,0.2954239452964657,0.3826153580462033,477
ST7181,W,bp_rel__beta__Fpz-Cz,0.3885137282742054,0.3577586680785767,222
ST7182,N1,bp_rel__beta__Fpz-Cz,0.1689783804449643,0.1528107215756586,222
ST7182,N2,bp_rel__beta__Fpz-Cz,0.1499134496956438,0.1967861056394745,1059
ST7182,N3,bp_rel__beta__Fpz-Cz,0.0526823855137014,0.0728267722587372,852
ST7182,REM,bp_rel__beta__Fpz-Cz,0.2235634898060042,0.1955726382962059,477
ST7182,W,bp_rel__beta__Fpz-Cz,0.1928454001418338,0.1843661887950602,222
ST7191,N1,bp_rel__beta__Fpz-Cz,0.126811004000117,0.096467570295238,222
ST7191,N2,bp_rel__beta__Fpz-Cz,0.1176983213298111,0.1111870934135548,1059
ST7191,N3,bp_rel__beta__Fpz-Cz,0.08099580782995,0.1069919300758359,852
ST7191,REM,bp_rel__beta__Fpz-Cz,0.0667549893987421,0.1039586865210776,477
ST7191,W,bp_rel__beta__Fpz-Cz,0.1345076089756406,0.0847389557926172,222
ST7192,N1,bp_rel__beta__Fpz-Cz,0.0808661129832261,0.0726925168146497,222
ST7192,N2,bp_rel__beta__Fpz-Cz,0.0685749979137155,0.081889126531321,1059
ST7192,N3,bp_rel__beta__Fpz-Cz,0.0424775245892797,0.0690366600386002,852
ST7192,REM,bp_rel__beta__Fpz-Cz,0.0984988138041838,0.0858273203598302,477
ST7192,W,bp_rel__beta__Fpz-Cz,0.1017356113392444,0.1008008660072058,222
ST7201,N1,bp_rel__beta__Fpz-Cz,0.0858553407492795,0.0721309359336293,222
ST7201,N2,bp_rel__beta__Fpz-Cz,0.0959050281308699,0.0820634836879623,1059
ST7201,N3,bp_rel__beta__Fpz-Cz,0.0553151981327345,0.0579464799811763,852
ST7201,REM,bp_rel__beta__Fpz-Cz,0.0888485455747044,0.0815040274900925,477
ST7201,W,bp_rel__beta__Fpz-Cz,0.0973043914032394,0.0918843464054387,222
ST7202,N1,bp_rel__beta__Fpz-Cz,0.1400262797102801,0.1095527325500108,222
ST7202,N2,bp_rel__beta__Fpz-Cz,0.1557513243828284,0.1179820991010156,1059
ST7202,N3,bp_rel__beta__Fpz-Cz,0.0890783021284503,0.0910924655260275,852
ST7202,REM,bp_rel__beta__Fpz-Cz,0.1495062410961981,0.1086020403216931,477
ST7202,W,bp_rel__beta__Fpz-Cz,0.1206564227330023,0.1475070119048508,222
ST7211,N1,bp_rel__beta__Fpz-Cz,0.3043383107710022,0.1288983068587365,222
